일련번호,주소,썸네일,제목,내용,제목_키워드,태그2,태그3,작성일,작성자
337,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/286669,https://www.itworld.co.kr/files/itworld/ITW_202304_01/GettyImages-1205097864.300x240.jpg,"한쪽선 ‘정리해고’, 다른 쪽선 ‘구인난’... 채용 시장의 묘한 풍경","맨파워그룹(ManpowerGroup)의 최신 보고서에 따르면 전 세계 기업의 77%가 구인난을 겪고 있다. 17년 만에 최고 수준이다.?

41개국 3만 9,000곳의 기업을 대상으로 실시한 연례 설문조사 결과, 구인난을 겪고 있다고 답한 기...",IT 채용,커리어,IT 스킬,2023.04.13,Aurore Bonny?
338,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/286639,https://www.itworld.co.kr/files/itworld/ITW_202304_01/0413_m1.300x240.jpg,“2027년 글로벌 모바일 게임 수익 920억 달러 돌파 전망” 센서타워,"글로벌 모바일 시장 데이터 분석 기업 센서타워가 지난해 전 세계 모바일 게임 시장에 대해 분석하고 2027년까지의 전망을 담은 ‘2023년 전 세계 모바일 게임 시장 전망’ 리포트를 발표했다.

보고서에 따르면 2018년부터 2021년까지 전 세계 모...",센서타워,,,2023.04.13,Tim Ferrill
339,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/286897,https://www.itworld.co.kr/files/itworld/ITW_202304_01/m14-boliviainteligente-wIBDrEv73xY-unsplash.300x240.jpg,"글로벌 칼럼 | 마이크로소프트 겨누는 각국 정부, 과거 반복될까?",사티아 나델라는 거의 10년 전에 마이크로소프트 CEO로 선임된 후 마이크로소프트를 IT 업계의 모범생으로 만들었다. 반독점법 위반 혐의로 미국 정부에 의해 기소됐던 포악한 기업이 나델라의 지휘 아래에 온화한 기업으로 바뀌었고 경쟁사를 짓밟기보다는 우...,마이크로소프트,반독점소송,AI,2023.04.14,Paul Krill
340,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/286867,https://www.itworld.co.kr/files/itworld/ITW_202304_01/wisestone_interview.300x240.jpg,“스카이넷과 자비스는 한끗 차이” 와이즈스톤이 말하는 AI 기반 SW의 3요소,지난 3월 벨기에에서 한 남성이 스스로 목숨을 끊었다. 마지막 대화 상대는 차이 리서치(Chai Research)에서 개발한 ChatGPT 기반 AI 챗봇 엘리자(Eliza)였다. 미망인은 “엘리자와 대화만 하지 않았어도 남편은 아직 살아있었을 것”이...,AI신뢰성,AI,신뢰성,2023.04.14,Paul Krill
341,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/286759,https://www.itworld.co.kr/files/itworld/ITW_202304_01/0414_IBM.300x240.jpg,"“소비재 기업, 지속가능한 경영 위해 기술 예산 34% 늘려” IBM-소비재 포럼","IBM과 소비재 포럼의 최신 글로벌 연구 결과에 따르면 소비재 브랜드 리더의?61%는?지속가능성 목표와 기업 운영 목표를 일치시키기 위해 의도적인 노력을 기울이고 있다고 답했으며, 77%는 지속가능성에 투자하면 비즈니스가 더 빠르게 ...",IBM,지속가능성,,2023.04.14,Bob Violino
342,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/286699,https://www.itworld.co.kr/files/ciokr/2023/04/Trends_2023.300x240.jpg,IT 전문가가 알아야 할 최신 엔터프라이즈 기술 트랜드 7가지,"엔터프라이즈 소프트웨어 및 서비스는 새로운 기능을 추가하며 진화하고 있다. 엔터프라이즈 업계에서 최근 성장하는 기술 및 트랜드를 정리했다. ?
?


딜로이트 컨설팅의 대표인 팀 포터는 현재 기업용 소프트웨어 및 서비스 환경을 조사하...",챗GPT,엣지 컴퓨팅,,2023.04.14,Hans Dockter
343,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/287119,https://www.itworld.co.kr/files/itworld/ITW202304_02/m17-GettyImages-1338381557.300x240.jpg,"“주4일 근무 장기적 영향 살핀다” 美 매사추세츠주, 2년간 시범 사업 추진",최근 미국 매사추세츠 주 의원 2명이 유럽에서 실시된 사업을 참고해 2개년 주4일 근무제 시범 사업을 실시하기 위한 법안을 제출했다. 해당 법안은 기업이 급여나 복지 혜택을 축소하지 않고 일부 직원 또는 전체를 주4일 근무제로 자발적으로 전환하는 사업...,주4일제,주4일근무제,주32시간근무,2023.04.17,Josh Fruhlinger
344,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/286999,https://www.itworld.co.kr/files/itworld/ITW202304_02/GettyImages-917611508.300x240.jpg,“똑똑한 충전으로 지구 살린다” 청정 에너지 이용하는 지능형 충전의 가능성,"Bitkom(독일 디지털산업협회)의 최근 연구에 따르면, 독일의 기후 목표를 달성하는 데 필요한 CO2 절감량의 41%를 디지털화만으로도 달성할 수 있다. 애플의 청정 에너지 충전이 대표적인 예로, 그 가능성을 어떻게 활용할지 살펴볼 가치가 있다.
&...",충전,스마트폰,청정에너지,2023.04.17,Matthew Tyson
345,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/287311,https://www.itworld.co.kr/files/itworld/ITW202304_02/m18-camilo-jimenez-qZenO_gQ7QA-unsplash.300x240.jpg,뇌를 병들게 하는 ‘둠 스크롤링’에 효과적으로 대처하는 방법,"둠 스크롤링(Doom Scrolling)은 소셜 미디어나 뉴스 웹사이트에서 부정적인 정보를 찾아 헤매며 피드를 끝없이 아래로 스크롤하는 행동을 말한다. 오늘날 디지털 세대에 매우 흔히 나타나는 행동이다.

많은 사용자가 새로운 소식을 빨리 접하기 위해...",둠스크롤링,스마트폰,소셜미디어,2023.04.18,Isaac Sacolick
346,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/287785,https://www.itworld.co.kr/files/itworld/ITW202304_02/m20-GettyImages-1160161465.300x240.jpg,디지털 생태계를 위험에 빠뜨리는 6가지 실수와 7가지 대책,"기업은 새로운 디지털 생태계 구축에 참여하면 매출 상승과 생산성 향상에 도움이 될 것이라 기대하지만, 디지털 생태계에 따르는 위험에 대해서는 충분히 고려하지 않는다. IT 컨설팅 기업 TCS(Tata Consultancy Services)의 위험 및 ...",디지털트랜스포메이션,사각지대,보안사각지대,2023.04.20,Anirban Ghoshal
347,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/287779,https://www.itworld.co.kr/files/itworld/ITW202304_02/GettyImages-1275786974.300x240.jpg,"UAO, 공개 실행 엔진으로 독점 제조 시스템에 도전장",인더스트리 4.0이 시작된 지 10년이 지났음에도 불구하고 제조업의 디지털화는 크게 진전되지 않았다. 최근 스테이티스타(Statista)가 독일 제조 기업의 관리자 100명을 대상으로 실시한 설문조사에서 응답자의 35%는 현재 사용 중인 기술의 대응 ...,스마트팩토리,UAO,자동화,2023.04.20,Isaac Sacolick
348,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/287653,https://www.itworld.co.kr/files/itworld/ITW202304_02/GettyImages-1459713754.300x240.jpg,인사이더·버즈피드·CNET…온라인 미디어 잠식한 AI 기자의 한계는?,뉴스 및 라이프스타일 미디어 인사이더(Insider)가 기사 작성에 AI를 활용하는 실험을 시작했다. 인사이더뿐 아니라 여러 온라인 미디어가 특정 콘텐츠를 AI로 생성하고 검색에 최적화된 제목을 만드는 등의 시도에 나서고 있다. 그러나 AI가 SEO라...,,,,2023.04.20,Serdar Yegulalp
349,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/287659,https://www.itworld.co.kr/files/itworld/ITW202304_02/0420_oracle4.300x240.jpg,"“한국 비즈니스 리더 72%, 'AI'에 의사결정 맡기고 싶다” 오라클","오라클이 뉴욕 타임즈 베스트셀러 선정 작가 세스 스티븐스 다비도위츠와 공동 진행한 새로운 연구 ‘기업의 의사결정 딜레마(Decision Dilemma)’의 조사 결과를 발표했다.?
?
대한민국 500명의 응답자를 포함한 전 세계 17...",오라클,,,2023.04.20,Anirban Ghoshal
350,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/287641,https://www.itworld.co.kr/files/itworld/ITW202304_02/intel-manufacturing-100931768-orig.300x240.jpg,"EU, 유럽 내 제조역량 중점 둔 반도체 법안 합의","유럽 의회와 유럽 이사회가 36억 달러의 EU 자금을 투입하고 최대 437억 달러의 민간 투자금을 유치해 유럽 내 반도체 제조 역량을 육성한다는 유럽연합 반도체법에 합의했다.

미국처럼 유럽 역시 빠르게 성장하는 반도체 시장에 주목하고 있다. 자국 외...",반도체법,유럽연합,,2023.04.20,Sharon Machlis?
351,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/287629,https://www.itworld.co.kr/files/itworld/ITW202304_02/m20-GettyImages-1402046831.300x240.jpg,"“2023년 전 세계 퍼블릭 클라우드 지출, 전년 대비 21.7% 증가” 가트너 전망","가트너가 퍼블릭 클라우드 서비스에 대한 2023년 전 세계 최종 사용자 지출이 2022년 4,910억 달러에서 21.7% 증가한 5,973억 달러에 달할 것으로 예상했다.
?


2023년에는 클라우드 시장의 모든 부문에서 지출이 증가할 것으...",클라우드,가트너,,2023.04.20,Martin Heller?
352,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/287941,https://www.itworld.co.kr/files/itworld/ITW202304_02/GettyImages-1220226086.300x240.jpg,“직원 유지율 90%” 기업이 전하는 ‘하이브리드 근무’ 운영팁 7,"많은 직원이 어쩔 수없이 사무실로 복귀하는 가운데, 미래 지향적인 기업들은 원격근무가 제공할 수 있는 기회를 모색하고 있다. 애플 기기 관리 및 보안 서비스 업체 잼프(Jamf)는 새로운 업무 방식을 수용하면서 큰 성공을 거두고 있다.?

잼...",하이브리드 근무,재택근무,원격근무,2023.04.21,Matthew Tyson
353,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/288115,https://www.itworld.co.kr/files/itworld/ITW202304_02/0424_s1.300x240.jpg,“2023년 글로벌 이커머스 앱 다운로드 수 65억 건 전망… 중국 이커머스 앱 성장 주목”,"글로벌 모바일 시장 데이터 분석 기업 센서타워가 전 세계 모바일 이커머스 앱 시장과 변화 추세를 분석한 ‘2023년 모바일 이커머스 앱 시장 인사이트’를 리포트를 발표했다.

센서타워에 따르면 2022년 전 세계 모바일 이커머스 앱 다운로드 수는 20...",이커머스,센서타워,,2023.04.24,Simon Bisson
354,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/288019,https://www.itworld.co.kr/files/ciokr/2023/04/11GettyImages-494419256.300x240.jpg,글로벌 칼럼 | IT 서베이 결과를 걸러 들어야 하는 이유,"무언가를 탐색하는 중인가? 그렇다면 확실히 해야 한다. 진짜 증거를 필요로 하는 상황인지, 그저 이름값만 있으면 되는 상황인지다. 오늘날의 수많은 IT 서베이는 매우 제한적인 정보만 제공할 뿐이다.?

수학적 이론에 따르면 정보는 불확실성을 ...",IT 서베이,IT 설문조사,리서치,2023.04.24,Adam Bellemare
355,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/288349,https://www.itworld.co.kr/files/itworld/ITW202304_02/apple-savings-5.300x240.jpg,글로벌 칼럼ㅣ애플에 돈 넣을 준비됐는가?,"2014년 애플 페이(Apple Pay)가 등장한 이후, 애플은 천천히, 하지만 확실하게 여러 금융 관련 상품을 출시해왔다. 2017년에는 애플 캐시(Apple Cash), 2019년에는 애플 카드(Apple Card), 최근에는 애플 페이 레이터(A...",애플,애플 페이,애플 캐시,2023.04.25,Jon Udell
356,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/288403,https://www.itworld.co.kr/files/itworld/ITW202304_02/GettyImages-1453089426.300x240.jpg,"“네트워크 연결 기계, 안정성 필수” 유럽연합, 새 기계 장비 규제 채택","유럽의회가 새로운 EU 기계 장비 규정을 채택했다. 이 규정은 2006년부터 시행된 기계 지침 2006/42/EC를 대체한다. 이번 법 개정은 진작부터 필요한 상황이었다. 기술 발전, 특히 기계의 디지털화와 네트워킹이 증가하면서 이전 규정으로는 기계 ...",로봇,규제,,2023.04.25,Matt Asay
357,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/288481,https://www.itworld.co.kr/files/itworld/ITW202304_02/m26-GettyImages-1414972566.300x240.jpg,"美 FCC 의장 “6G, 생각보다 빨리 상용화된다…지체할 시간 없어”","최근 미국 연방통신위원회(FCC) 의장 제시카 로즌워셀이?6G 계획을 시작할 적기는 바로 지금이라며, 주파수 경매 권한을 미 의회에 요청했다.?FCC는 새로운 무선 표준에 대비하기 위해 5G에서 얻은 교훈을 반영한 규칙을 준비하고 있...",6G,FCC,,2023.04.26,조채원 기자
358,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/288553,https://www.itworld.co.kr/files/itworld/ITW202304_02/immortalis-g715-hero-image-cms-primary-100929566-large.300x240.jpg,"IPO 앞두고 몸값 높이기??“ARM, 자체 칩 만든다”","영국의 반도체 설계 전문 기업 ARM이 제조업체와 손잡고 자체 반도체 시제품을 개발하고 있다는 보도가 나왔다. 모바일 기기와 노트북, 다른 전자기기에 사용할 수 있는 칩이다.



파이낸셜 타임스(Financial Times)가 ARM 내 다양한 소식...",ARM,IPO,,2023.04.26,Anirban Ghoshal
359,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/288463,https://www.itworld.co.kr/files/itworld/ITW202304_02/margrethe_vestager_google_shopping-100727345-large.300x240.jpg,디지털 서비스법으로 인터넷 거물 규제 나선 EU,"EU 집행위원회가 디지털 서비스법의 새 콘텐츠 관리 규정을 적용할 19개의 대형 온라인 플랫폼과 검색 엔진을 발표했다. 지난해 통과된 디지털 서비스법은 초대형온라인플랫폼(Very Large Online Platforms, VLOPs)와 초대형온라인검색...",유럽연합,디지털서비스법,,2023.04.26,Jon Udell
360,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/288661,https://www.itworld.co.kr/files/ciokr/2023/04/fixed_intel-pat-gelsinger-2-100940009-large.300x240.jpg,“다시 엔지니어링에 집중하기” 인텔 겔싱어 리더십 2년 중간평가,2021년 2월 팻 겔싱어가 인텔의 CEO로 복귀했다. 잘못된 경영 전략과 치열한 경쟁으로 인해 문제가 많은 상황이었다.?일단 공정 노드 개발 측면에서 대만의 칩 제조사 TSMC에 크게 뒤쳐져 있었다. TSMC가 7nm로 트랜지스터를 만들고 ...,인텔,팻 겔싱어,,2023.04.27,Paul Krill
361,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/288859,https://www.itworld.co.kr/files/itworld/ITW202304_02/m27-GettyImages-1443323134.300x240.jpg,디지털 트윈 개발에 착수하기 전 반드시 거쳐야 할 7단계,"디지털 트윈(Digital Twin)이라고 하면 영화 ‘매트릭스(The Matrix)’나 비디오 게임 시리즈 ‘심즈(Sims)’를 떠올리는 사람도 있을 것이다. 그러나 클라우드 인프라, 엣지 컴퓨팅, IoT, 분산 데이터 관리 플랫폼, 머신러닝(ML)...",디지털트윈,엣지컴퓨팅,,2023.04.27,편집부
362,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/288715,https://www.itworld.co.kr/files/itworld/ITW202304_02/microsoft_headquarters_by_efes_kitap_cc0_via.300x240.jpg,"MS, 3분기 매출 상승한 3개 부문은 클라우드·오피스·서버","마이크로소프트가 클라우드 컴퓨팅, 오피스 소프트웨어, 서버 분야 매출 상승을 발표했다. 3월로 끝난 첫 분기 3개 부문의 순수익은 183억 달러로 전년 대비 9% 오른 셈이다.

서버 제품과 클라우드 서비스는 모두 17%의 매출 상승을 기록했다. 애저...",마이크로소프트,클라우드컴퓨팅,,2023.04.27,Adam Bellemare
363,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/288853,https://www.itworld.co.kr/files/itworld/ITW202304_02/GettyImages-1409600093.300x240.jpg,챗GPT는 시작에 불과... 수면 위로 드러나는 ‘AI 챗봇’의 안보 위협,"챗GPT 그리고 AI 챗봇이 그 이점만큼이나 위험성을 내포하고 있다는 것이 속속 드러나고 있다. 전 세계는 AI 챗봇이 초래할 위험을 고려하는 동시에 앞으로 다가올 미래를 걱정하기 시작했다.?

최근 영국 국가사이버보안센터(NCSC)는 AI가...",인공지능,머신러닝,,2023.04.27,Serdar Yegulalp
364,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/288865,https://www.itworld.co.kr/files/itworld/ITW202304_02/GettyImages-1405435830.300x240.jpg,“2023년 전 세계 반도체 매출 11% 감소 전망” 가트너,"가트너가 2023년 전 세계 반도체 매출이 11.2% 감소할 것이라는 전망을 발표했다. 2022년 반도체 시장 규모는 총 5,996억 달러로, 2021년 대비 0.2% 소폭 성장한 것으로 드러났다. 하지만 다가오는 반도체 시장의 단기 전망은 더욱 악화...",가트너,,,2023.04.27,Jon Udell
365,https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/288787,https://www.itworld.co.kr/files/itworld/ITW202304_02/0427_blue1.300x240.jpg,"“2027년까지 연간 블루투스 기기 출하량, 76억 대 전망” 블루투스 SIG",블루투스 SIG(Special Interest Group)가 블루투스?최신 기술 동향과 다양한 시장에 걸친 트렌드를 발표했다. 이번 보고서는 지난해 7월 출시된 LE 오디오 및 오라캐스트 브로드캐스트 오디오의 향후 성장 및 블루투스 클래식 오...,블루투스 SIG,블루투스,,2023.04.27,Anirban Ghoshal
